Text,text,compound,negative,neutral,positive,sentiment
"Name of Applicant : Jot Automation OYName of Inventor : Mammila Tuomo , Piirainen Mika and Kellokoski MikaApplication No. : 2424-KOLNP-2008 ADate of filing of Application : 16-06-2008Publication Date : 30/01/2009","Name of Applicant : Jot Automation OYName of Inventor : Mammila Tuomo , Piirainen Mika and Kellokoski MikaApplication No. : 2424-KOLNP-2008 ADate of filing of Application : 16-06-2008Publication Date : 30/01/2009",-0.296,0.084,0.916,0.0,negative
Netflix Grows Efforts To Create Loyal Customers $NFLX https://t.co/5QXBkoBphe,Netflix Grows Efforts To Create Loyal Customers $NFLX https://t.co/5QXBkoBphe,0.6369,0.0,0.574,0.426,positive
"The OMX Nordic 40 OMXN40 index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed down 0.87 % at 1,064.14 points on Thursday .","The OMX Nordic 40 OMXN40 index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed down 0.87 % at 1,064.14 points on Thursday .",0.0,0.0,1.0,0.0,neutral
$AAPL nibbling on a small long via 525.. buying off 13min charts..,$AAPL nibbling on a small long via 525.. buying off 13min charts..,0.0,0.0,1.0,0.0,neutral
The operating margin of Aker Yards Cruise & Ferries division went down from 8.3 % to 6.4 % in the first quarter of 2007 .,The operating margin of Aker Yards Cruise & Ferries division went down from 8.3 % to 6.4 % in the first quarter of 2007 .,0.0,0.0,1.0,0.0,neutral
"$TYC just about to break out to new highs, lots of technicals looking great right now.","$TYC just about to break out to new highs, lots of technicals looking great right now.",0.6249,0.0,0.785,0.215,positive
"Eero Katajavuori , currently Group Vice President , Human Resources , will take a year-long sabbatical starting from October 1 , 2010 .","Eero Katajavuori , currently Group Vice President , Human Resources , will take a year-long sabbatical starting from October 1 , 2010 .",0.0,0.0,1.0,0.0,neutral
"Whats up with $LULU?  Numbers looked good, not great, but good.  I think conference call will instill confidence.","Whats up with $LULU?  Numbers looked good, not great, but good.  I think conference call will instill confidence.",0.8443,0.085,0.512,0.404,positive
The adjustment measures will be carried out in phases to secure the delivery capability .,The adjustment measures will be carried out in phases to secure the delivery capability .,0.34,0.0,0.844,0.156,positive
"Alma Media Corporation Press Release 15 March 2010 TYRVAAN SANOMAT AND PAIKALLISSANOMAT BEING BOUGHT BY SUOMEN PAIKALLISSANOMAT Two local papers , Tyrvaan Sanomat and Paikallissanomat , appearing in Sastamala and its neighbouring municipalities , are to be bought by Suomen Paikallissanomat Oy .","Alma Media Corporation Press Release 15 March 2010 TYRVAAN SANOMAT AND PAIKALLISSANOMAT BEING BOUGHT BY SUOMEN PAIKALLISSANOMAT Two local papers , Tyrvaan Sanomat and Paikallissanomat , appearing in Sastamala and its neighbouring municipalities , are to be bought by Suomen Paikallissanomat Oy .",0.0,0.0,1.0,0.0,neutral
"Temporary lay-offs , affecting the entire workforce , will also be implemented .","Temporary lay-offs , affecting the entire workforce , will also be implemented .",0.0,0.0,1.0,0.0,neutral
"A meeting for the media and analysts will be held on the same day at 10:30 a.m. at Stonesoft Headquarters in Helsinki , Italahdenkatu 22 A. The Interim report will be presented by Stonesoft 's CEO Ilkka Hiidenheimo .","A meeting for the media and analysts will be held on the same day at 10:30 a.m. at Stonesoft Headquarters in Helsinki , Italahdenkatu 22 A. The Interim report will be presented by Stonesoft 's CEO Ilkka Hiidenheimo .",0.0,0.0,1.0,0.0,neutral
"Finnish Sampo-Rosenlew manufactures approximately seven forest machines monthly , and about half of machines are exported .","Finnish Sampo-Rosenlew manufactures approximately seven forest machines monthly , and about half of machines are exported .",0.0,0.0,1.0,0.0,neutral
"Facebook, near a buy point last week, faces a different technical test today https://t.co/c72LLMpiNM $FB $AAPL $NFLX https://t.co/fPFbYTYPuY","Facebook, near a buy point last week, faces a different technical test today https://t.co/c72LLMpiNM $FB $AAPL $NFLX https://t.co/fPFbYTYPuY",0.0,0.0,1.0,0.0,neutral
"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said Wednesday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal .","4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said Wednesday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal .",0.4404,0.0,0.919,0.081,positive
$FREE Ha Heeeeeere comes the pump! So glad I picked up 9K end of day! Get ready for the bull ride!,$FREE Ha Heeeeeere comes the pump! So glad I picked up 9K end of day! Get ready for the bull ride!,0.843,0.0,0.652,0.348,positive
"Finnish technology group Aspocomp Group Oyj ( OMX Helsinki : ACG1V ) issued its third quarter report on Thursday ( 13 November ) , posting an operating profit of EUR0 .4 m , as compared to a loss of EUR0 .5 m in the third quarter of 2007 .","Finnish technology group Aspocomp Group Oyj ( OMX Helsinki : ACG1V ) issued its third quarter report on Thursday ( 13 November ) , posting an operating profit of EUR0 .4 m , as compared to a loss of EUR0 .5 m in the third quarter of 2007 .",0.1531,0.056,0.874,0.07,positive
"The building complex consists of high-quality office and retail space totalling 49,200 square metres , the company said .","The building complex consists of high-quality office and retail space totalling 49,200 square metres , the company said .",0.0,0.0,1.0,0.0,neutral
Finnish insurance company Fennia and Kesko Group are ending their loyal customer cooperation .,Finnish insurance company Fennia and Kesko Group are ending their loyal customer cooperation .,0.4767,0.0,0.795,0.205,positive
The unit is planned to be operational during the second half of 2007 and in full stream in 2008 .,The unit is planned to be operational during the second half of 2007 and in full stream in 2008 .,0.0,0.0,1.0,0.0,neutral
"ITG 's share in the deal is estimated at some 500,000 euro $ 627,000 .","ITG 's share in the deal is estimated at some 500,000 euro $ 627,000 .",0.296,0.0,0.845,0.155,positive
The plant is expected to enter commercial operation by mid-2009 .,The plant is expected to enter commercial operation by mid-2009 .,0.0,0.0,1.0,0.0,neutral
Aspo has also investigated the sales opportunities of Kaukomarkkinat 's electronics business .,Aspo has also investigated the sales opportunities of Kaukomarkkinat 's electronics business .,0.3818,0.0,0.809,0.191,positive
BG Group appoints new CEO one month early,BG Group appoints new CEO one month early,0.0,0.0,1.0,0.0,neutral
The acquisition will have an immediate positive impact on Aspocomp 's financial result .,The acquisition will have an immediate positive impact on Aspocomp 's financial result .,0.5574,0.0,0.769,0.231,positive
"Finnair 's passenger load factor , which measures the number of sold seats as a share of all available seats , dropped by 1.3 percentage points to 76.7 % in September .","Finnair 's passenger load factor , which measures the number of sold seats as a share of all available seats , dropped by 1.3 percentage points to 76.7 % in September .",0.3612,0.0,0.877,0.123,positive
RT @bman1 $LNG looks primed also $EGHT poised to run too...,RT @bman1 $LNG looks primed also $EGHT poised to run too...,0.25,0.0,0.833,0.167,positive
It is also 7.7 pct above the 12-month volume weighted average price of the stock .,It is also 7.7 pct above the 12-month volume weighted average price of the stock .,0.0,0.0,1.0,0.0,neutral
Coke dividend - 3%. Google dividend - 0%. For passive income Coke takes it. $GOOG $KO https://t.co/QBsoWjxOST,Coke dividend - 3%. Google dividend - 0%. For passive income Coke takes it. $GOOG $KO https://t.co/QBsoWjxOST,0.2023,0.0,0.886,0.114,positive
"Profit before taxes was EUR 5.4 mn , up from EUR 3.6 mn a year earlier .","Profit before taxes was EUR 5.4 mn , up from EUR 3.6 mn a year earlier .",0.4404,0.0,0.818,0.182,positive
The subsidiary is setting up a facility for manufacturing high-density interconnection printed circuit boards or PCBs at Nokia 's special economic zone at Sriperumbudur near Chennai .,The subsidiary is setting up a facility for manufacturing high-density interconnection printed circuit boards or PCBs at Nokia 's special economic zone at Sriperumbudur near Chennai .,0.4019,0.0,0.899,0.101,positive
$CRM Sep 40 calls are +35% since entry #BANG http://stks.co/deDm,$CRM Sep 40 calls are +35% since entry #BANG http://stks.co/deDm,0.0,0.0,1.0,0.0,neutral
"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .","In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .",-0.0258,0.102,0.8,0.098,neutral
Rapala said it estimates it will make savings of 1-2 mln eur a year by centralising its French operations at one site .,Rapala said it estimates it will make savings of 1-2 mln eur a year by centralising its French operations at one site .,0.0,0.0,1.0,0.0,neutral
$VMW  Got a nice push today following small sweepers of May C this morning,$VMW  Got a nice push today following small sweepers of May C this morning,0.4215,0.0,0.797,0.203,positive
That topped consensus forecasts for earnings of 0.21 euros a share .,That topped consensus forecasts for earnings of 0.21 euros a share .,0.296,0.0,0.804,0.196,positive
R&D Loan ) .,R&D Loan ) .,0.0,0.0,1.0,0.0,neutral
"In future , the company intends to look for know-how from outside the company and to cooperate with other actors in the sector .","In future , the company intends to look for know-how from outside the company and to cooperate with other actors in the sector .",0.0,0.0,1.0,0.0,neutral
"You need to be ready when the window opens up , Rosberg said .","You need to be ready when the window opens up , Rosberg said .",0.3612,0.0,0.815,0.185,positive
"More than 50,000 tonnes of asphalt mix will be used in the contract .","More than 50,000 tonnes of asphalt mix will be used in the contract .",0.0,0.0,1.0,0.0,neutral
"PA ) , JPMorgan Chase and Co ( NYSE : JPM ) and Pohjoa Bank are joint lead-managers on the senior , unsecured deal .","PA ) , JPMorgan Chase and Co ( NYSE : JPM ) and Pohjoa Bank are joint lead-managers on the senior , unsecured deal .",-0.3818,0.133,0.867,0.0,negative
$CTRP  breaking out here on good vol and a parser buy signal  ..noticed this on bob langs comments looking for 48 fast,$CTRP  breaking out here on good vol and a parser buy signal  ..noticed this on bob langs comments looking for 48 fast,0.4404,0.0,0.873,0.127,positive
"Sales in Finland decreased by 10.5 % in January , while sales outside Finland dropped by 17 % .","Sales in Finland decreased by 10.5 % in January , while sales outside Finland dropped by 17 % .",0.0,0.0,1.0,0.0,neutral
"The pulp production in Finnish Kemij+ñrvi will also be liquidated and about 1,100 employees loose their jobs .","The pulp production in Finnish Kemij+ñrvi will also be liquidated and about 1,100 employees loose their jobs .",-0.3182,0.126,0.874,0.0,negative
Nordea was the cheapest also for a couple in their 30s with debt .,Nordea was the cheapest also for a couple in their 30s with debt .,-0.3612,0.185,0.815,0.0,negative
"Jussi Pesonen , member of the Sampo Board since 2006 , will renounce his seat in Sampo Board .","Jussi Pesonen , member of the Sampo Board since 2006 , will renounce his seat in Sampo Board .",0.0,0.0,1.0,0.0,neutral
"Tesla is recalling 2,700 Model X cars: https://t.co/8Z7BkVsTl9 $TSLA","Tesla is recalling 2,700 Model X cars: https://t.co/8Z7BkVsTl9 $TSLA",0.0,0.0,1.0,0.0,neutral
"Adjusted for changes in the Group structure , the Division 's net sales increased by 1.7 % .","Adjusted for changes in the Group structure , the Division 's net sales increased by 1.7 % .",0.2732,0.0,0.87,0.13,positive
